user_id,product_id,category,price,rating,purchase_date,search_query,purchase_amount,product_name
-1.3834543097546301,1.6525597488141506,-1.5734182777618881,0.8958418158533058,-0.8244382959120328,-1.453278651774401,best deals,0.49589997488933174,Ultra Item E
-0.23302091706169234,-0.8262868179548813,-1.2261619816325815,0.35113528467923216,-0.20907358068966178,-1.016227320838372,trending now,0.6761603226271918,Ultra Headphones
1.2352499294683335,-1.2706738775437274,-1.2261619816325815,1.6761235987210623,1.2267774214958709,1.2450382609610813,best deals,1.2601670614717904,Basic Item B
-0.8030554810086435,1.423422671213652,-0.18439309324466172,-0.6356422736259011,-0.20907358068966178,-0.6646860329115664,top rated,-0.7016800148626885,Premium Item C
-1.3696352900225828,-0.1527626807655365,1.5518883874018714,-1.1577081054764733,1.2267774214958709,0.6274657281166927,premium products,-1.1919799856372086,Premium Headphones
-1.4905517126779968,-0.6040932881604583,1.5518883874018714,0.8227057083013456,0.40629113453271015,1.1880315656215992,trending now,1.272497795765272,Premium Item C
0.6824891401864414,-1.6317383634596647,0.1628632028846449,-0.7680921143360301,-0.20907358068966178,1.3495505357501316,top rated,-0.8233182805036369,Standard Item E
-1.6667442142615998,-0.12498848954123364,0.5101194990139515,1.5979134549992289,-1.0295598676528235,0.6084634963368654,budget friendly,2.1751961093331165,Basic Item A
0.3853802159474244,-0.38189975836603524,1.5518883874018714,1.6915556673480552,-0.20907358068966178,-1.1777462909669045,top rated,1.8345680901761623,Ultra Item E
-1.3178139660274055,0.6874066037696256,-1.5734182777618881,1.4779212479199602,-0.4141951524304524,-0.39865478799398363,top rated,1.0323209794577035,Premium Item E
-0.12592351413832578,-1.527585146368529,0.8573757951432581,1.5415041701314012,1.2267774214958709,1.3590516516400453,budget friendly,1.5721482642176445,Ultra Item B
-0.9965217572573057,0.7568420818303828,0.5101194990139515,0.40138573943742123,2.0472637084590333,1.7105929395668509,sale items,0.715639110047483,Pro Item E
-0.595770185027934,0.6110275779027927,-0.18439309324466172,0.6662854208576795,1.0216558497550812,0.5799601486671243,premium products,0.709269366089248,Ultra Item C
